Campaign,Campaign Label,Budget Group,Budget,Target Location,Latitude,Longitude,Radius Distance,Excluded Location,Languages,Date Range,Audience,Negative Keyword List Keywords,Cpn Sitelink text,Cpn Sitelink description 1,Cpn Sitelink description 2,Cpn Sitelink Final URL,Cpn Callout Text,Cpn Price Header,Cpn Price price,Cpn Price description,Cpn Price URL,Cpn Call Phone,Adgroup,Max CPC,Adgroup Label,Keyword,Keyword Label,Keyword Final URL,Negative Keyword,RSA Final URL,RSA headline 1,RSA headline 2,RSA headline 3,RSA description 1,RSA description 2,RSA Label,CA Phone Number,CA Final URL,CA headline 1 ,CA headline 2,CA Business Name,CA description 1,CA description 2,CA Label,Ag Sitelink text,Ag Sitelink Final URL,Ag Callout text,Ag Price Header,Ag Price Price,Ag Price description,Ag Price URL,Ag Call Phone,Extra Column,,Shared List Keyword,Shared List Negative Keyword,Shared List Final Url,Shared List Phone,Shared List Callout Text
DND_DO_NOT_MODIFY BVT: Integrated Testing Search Campaign 2,,DND_DO_NOT_MODIFY Cryptic Budget Group 1,0.01,1011969,51.53405494,-0.1270843938,100,1027790,1000,1/1/2010-1/1/2050,20,,Cryptic sitelink text 9,Cryptic sitelink desc 9,Cryptic sitelink desc 109,https://www.optmyzr.com,Cryptic callout text 9,Cryptic price header 5,599,Cryptic price desc 5,https://www.optmyzr.com,9000000009,Adgroup 1,0.01,,[cryptic keyword 101],,,[cryptic negative keyword 1],https://www.optmyzr.com,Cryptic Rsa headline 1,Cryptic Rsa headline 101,Cryptic Rsa headline 201,Cryptic Rsa description 1,Cryptic Rsa desciption 101,,9000000001,https://www.optmyzr.com,Cryptic CA headline 1,Cryptic CA headline 101,Optmyzr,Cryptic CA description 1,Cryptic CA description 101,,Cryptic Ag sitelink 9,https://www.optmyzr.com,Cryptic Ag callout 9,Cryptic Ag price h 5,59,Cryptic Ag price d 5,https://www.optmyzr.com,9000000009,Important Value,,Cryptic Shared List Keyword 2,Cryptic Shared List Negative Keyword 2,https://www.optmyzr.com,,Cryptic Shared Callout Text 2
DND_DO_NOT_MODIFY BVT: Integrated Testing Search Campaign 2,,DND_DO_NOT_MODIFY Cryptic Budget Group 1,0.01,1011969,51.53405494,-0.1270843938,100,1027790,1000,1/1/2010-1/1/2050,20,,Cryptic sitelink text 10,Cryptic sitelink desc 10,Cryptic sitelink desc 110,https://www.optmyzr.com,Cryptic callout text 10,Cryptic price header 5,599,Cryptic price desc 5,https://www.optmyzr.com,9000000010,Adgroup 1,0.01,,[cryptic keyword 101],,,[cryptic negative keyword 1],https://www.optmyzr.com,Cryptic Rsa headline 1,Cryptic Rsa headline 101,Cryptic Rsa headline 201,Cryptic Rsa description 1,Cryptic Rsa desciption 101,,9000000001,https://www.optmyzr.com,Cryptic CA headline 1,Cryptic CA headline 101,Optmyzr,Cryptic CA description 1,Cryptic CA description 101,,Cryptic Ag sitelink 10,https://www.optmyzr.com,Cryptic Ag callout 10,Cryptic Ag price h 5,59,Cryptic Ag price d 5,https://www.optmyzr.com,9000000010,Important Value,,Cryptic Shared List Keyword 2,Cryptic Shared List Negative Keyword 2,https://www.optmyzr.com,,Cryptic Shared Callout Text 2
DND_DO_NOT_MODIFY BVT: Integrated Testing Search Campaign 2,,DND_DO_NOT_MODIFY Cryptic Budget Group 1,0.01,1011969,51.53405494,-0.1270843938,100,1027790,1000,1/1/2010-1/1/2050,20,,Cryptic sitelink text 11,Cryptic sitelink desc 11,Cryptic sitelink desc 111,https://www.optmyzr.com,Cryptic callout text 11,Cryptic price header 6,699,Cryptic price desc 6,https://www.optmyzr.com,9000000011,Adgroup 1,0.01,,[cryptic keyword 101],,,[cryptic negative keyword 1],https://www.optmyzr.com,Cryptic Rsa headline 1,Cryptic Rsa headline 101,Cryptic Rsa headline 201,Cryptic Rsa description 1,Cryptic Rsa desciption 101,,9000000001,https://www.optmyzr.com,Cryptic CA headline 1,Cryptic CA headline 101,Optmyzr,Cryptic CA description 1,Cryptic CA description 101,,Cryptic Ag sitelink 11,https://www.optmyzr.com,Cryptic Ag callout 11,Cryptic Ag price h 6,69,Cryptic Ag price d 6,https://www.optmyzr.com,9000000011,Important Value,,Cryptic Shared List Keyword 2,Cryptic Shared List Negative Keyword 2,https://www.optmyzr.com,,Cryptic Shared Callout Text 2
DND_DO_NOT_MODIFY BVT: Integrated Testing Search Campaign 2,,DND_DO_NOT_MODIFY Cryptic Budget Group 1,0.01,1011969,51.53405494,-0.1270843938,100,1027790,1000,1/1/2010-1/1/2050,20,,Cryptic sitelink text 12,Cryptic sitelink desc 12,Cryptic sitelink desc 112,https://www.optmyzr.com,Cryptic callout text 12,Cryptic price header 6,699,Cryptic price desc 6,https://www.optmyzr.com,9000000012,Adgroup 1,0.01,,[cryptic keyword 101],,,[cryptic negative keyword 1],https://www.optmyzr.com,Cryptic Rsa headline 1,Cryptic Rsa headline 101,Cryptic Rsa headline 201,Cryptic Rsa description 1,Cryptic Rsa desciption 101,,9000000001,https://www.optmyzr.com,Cryptic CA headline 1,Cryptic CA headline 101,Optmyzr,Cryptic CA description 1,Cryptic CA description 101,,Cryptic Ag sitelink 12,https://www.optmyzr.com,Cryptic Ag callout 12,Cryptic Ag price h 6,69,Cryptic Ag price d 6,https://www.optmyzr.com,9000000012,Important Value,,Cryptic Shared List Keyword 2,Cryptic Shared List Negative Keyword 2,https://www.optmyzr.com,,Cryptic Shared Callout Text 2
DND_DO_NOT_MODIFY BVT: Integrated Testing Search Campaign 2,,DND_DO_NOT_MODIFY Cryptic Budget Group 1,0.01,1011969,51.53405494,-0.1270843938,100,1027790,1000,1/1/2010-1/1/2050,20,,Cryptic sitelink text 13,Cryptic sitelink desc 13,Cryptic sitelink desc 113,https://www.optmyzr.com,Cryptic callout text 13,Cryptic price header 7,799,Cryptic price desc 7,https://www.optmyzr.com,9000000013,Adgroup 1,0.01,,[cryptic keyword 101],,,[cryptic negative keyword 1],https://www.optmyzr.com,Cryptic Rsa headline 1,Cryptic Rsa headline 101,Cryptic Rsa headline 201,Cryptic Rsa description 1,Cryptic Rsa desciption 101,,9000000001,https://www.optmyzr.com,Cryptic CA headline 1,Cryptic CA headline 101,Optmyzr,Cryptic CA description 1,Cryptic CA description 101,,Cryptic Ag sitelink 13,https://www.optmyzr.com,Cryptic Ag callout 13,Cryptic Ag price h 7,79,Cryptic Ag price d 7,https://www.optmyzr.com,9000000013,Important Value,,Cryptic Shared List Keyword 2,Cryptic Shared List Negative Keyword 2,https://www.optmyzr.com,,Cryptic Shared Callout Text 2
DND_DO_NOT_MODIFY BVT: Integrated Testing Search Campaign 2,,DND_DO_NOT_MODIFY Cryptic Budget Group 1,0.01,1011969,51.53405494,-0.1270843938,100,1027790,1000,1/1/2010-1/1/2050,20,,Cryptic sitelink text 14,Cryptic sitelink desc 14,Cryptic sitelink desc 114,https://www.optmyzr.com,Cryptic callout text 14,Cryptic price header 7,799,Cryptic price desc 7,https://www.optmyzr.com,9000000014,Adgroup 1,0.01,,[cryptic keyword 101],,,[cryptic negative keyword 1],https://www.optmyzr.com,Cryptic Rsa headline 1,Cryptic Rsa headline 101,Cryptic Rsa headline 201,Cryptic Rsa description 1,Cryptic Rsa desciption 101,,9000000001,https://www.optmyzr.com,Cryptic CA headline 1,Cryptic CA headline 101,Optmyzr,Cryptic CA description 1,Cryptic CA description 101,,Cryptic Ag sitelink 14,https://www.optmyzr.com,Cryptic Ag callout 14,Cryptic Ag price h 7,79,Cryptic Ag price d 7,https://www.optmyzr.com,9000000014,Important Value,,Cryptic Shared List Keyword 2,Cryptic Shared List Negative Keyword 2,https://www.optmyzr.com,,Cryptic Shared Callout Text 2
DND_DO_NOT_MODIFY BVT: Integrated Testing Search Campaign 2,,DND_DO_NOT_MODIFY Cryptic Budget Group 1,0.01,1011969,51.53405494,-0.1270843938,100,1027790,1000,1/1/2010-1/1/2050,20,,Cryptic sitelink text 15,Cryptic sitelink desc 15,Cryptic sitelink desc 115,https://www.optmyzr.com,Cryptic callout text 15,Cryptic price header 7,799,Cryptic price desc 7,https://www.optmyzr.com,9000000015,Adgroup 1,0.01,,[cryptic keyword 101],,,[cryptic negative keyword 1],https://www.optmyzr.com,Cryptic Rsa headline 1,Cryptic Rsa headline 101,Cryptic Rsa headline 201,Cryptic Rsa description 1,Cryptic Rsa desciption 101,,9000000001,https://www.optmyzr.com,Cryptic CA headline 1,Cryptic CA headline 101,Optmyzr,Cryptic CA description 1,Cryptic CA description 101,,Cryptic Ag sitelink 15,https://www.optmyzr.com,Cryptic Ag callout 15,Cryptic Ag price h 7,79,Cryptic Ag price d 7,https://www.optmyzr.com,9000000015,Important Value,,Cryptic Shared List Keyword 2,Cryptic Shared List Negative Keyword 2,https://www.optmyzr.com,,Cryptic Shared Callout Text 2
DND_DO_NOT_MODIFY BVT: Integrated Testing Search Campaign 2,,DND_DO_NOT_MODIFY Cryptic Budget Group 1,0.01,1011969,51.53405494,-0.1270843938,100,1027790,1000,1/1/2010-1/1/2050,20,,Cryptic sitelink text 16,Cryptic sitelink desc 16,Cryptic sitelink desc 116,https://www.optmyzr.com,Cryptic callout text 16,Cryptic price header 7,799,Cryptic price desc 7,https://www.optmyzr.com,9000000016,Adgroup 1,0.01,,[cryptic keyword 101],,,[cryptic negative keyword 1],https://www.optmyzr.com,Cryptic Rsa headline 1,Cryptic Rsa headline 101,Cryptic Rsa headline 201,Cryptic Rsa description 1,Cryptic Rsa desciption 101,,9000000001,https://www.optmyzr.com,Cryptic CA headline 1,Cryptic CA headline 101,Optmyzr,Cryptic CA description 1,Cryptic CA description 101,,Cryptic Ag sitelink 16,https://www.optmyzr.com,Cryptic Ag callout 16,Cryptic Ag price h 7,79,Cryptic Ag price d 7,https://www.optmyzr.com,9000000016,Important Value,,Cryptic Shared List Keyword 2,Cryptic Shared List Negative Keyword 2,https://www.optmyzr.com,,Cryptic Shared Callout Text 2
DND_DO_NOT_MODIFY BVT: Integrated Testing Search Campaign 2,,DND_DO_NOT_MODIFY Cryptic Budget Group 1,0.01,1011969,51.53405494,-0.1270843938,100,1027790,1000,1/1/2010-1/1/2050,20,,Cryptic sitelink text 17,Cryptic sitelink desc 17,Cryptic sitelink desc 117,https://www.optmyzr.com,Cryptic callout text 17,Cryptic price header 8,899,Cryptic price desc 8,https://www.optmyzr.com,9000000017,Adgroup 1,0.01,,[cryptic keyword 101],,,[cryptic negative keyword 1],https://www.optmyzr.com,Cryptic Rsa headline 1,Cryptic Rsa headline 101,Cryptic Rsa headline 201,Cryptic Rsa description 1,Cryptic Rsa desciption 101,,9000000001,https://www.optmyzr.com,Cryptic CA headline 1,Cryptic CA headline 101,Optmyzr,Cryptic CA description 1,Cryptic CA description 101,,Cryptic Ag sitelink 17,https://www.optmyzr.com,Cryptic Ag callout 17,Cryptic Ag price h 8,89,Cryptic Ag price d 8,https://www.optmyzr.com,9000000017,Important Value,,Cryptic Shared List Keyword 2,Cryptic Shared List Negative Keyword 2,https://www.optmyzr.com,,Cryptic Shared Callout Text 2
DND_DO_NOT_MODIFY BVT: Integrated Testing Search Campaign 2,,DND_DO_NOT_MODIFY Cryptic Budget Group 1,0.01,1011969,51.53405494,-0.1270843938,100,1027790,1000,1/1/2010-1/1/2050,20,,Cryptic sitelink text 18,Cryptic sitelink desc 18,Cryptic sitelink desc 118,https://www.optmyzr.com,Cryptic callout text 18,Cryptic price header 8,899,Cryptic price desc 8,https://www.optmyzr.com,9000000018,Adgroup 1,0.01,,[cryptic keyword 101],,,[cryptic negative keyword 1],https://www.optmyzr.com,Cryptic Rsa headline 1,Cryptic Rsa headline 101,Cryptic Rsa headline 201,Cryptic Rsa description 1,Cryptic Rsa desciption 101,,9000000001,https://www.optmyzr.com,Cryptic CA headline 1,Cryptic CA headline 101,Optmyzr,Cryptic CA description 1,Cryptic CA description 101,,Cryptic Ag sitelink 18,https://www.optmyzr.com,Cryptic Ag callout 18,Cryptic Ag price h 8,89,Cryptic Ag price d 8,https://www.optmyzr.com,9000000018,Important Value,,Cryptic Shared List Keyword 2,Cryptic Shared List Negative Keyword 2,https://www.optmyzr.com,,Cryptic Shared Callout Text 2
DND_DO_NOT_MODIFY BVT: Integrated Testing Search Campaign 2,,DND_DO_NOT_MODIFY Cryptic Budget Group 1,0.01,1011969,51.53405494,-0.1270843938,100,1027790,1000,1/1/2010-1/1/2050,20,,Cryptic sitelink text 19,Cryptic sitelink desc 19,Cryptic sitelink desc 119,https://www.optmyzr.com,Cryptic callout text 19,Cryptic price header 8,899,Cryptic price desc 8,https://www.optmyzr.com,9000000019,Adgroup 1,0.01,,[cryptic keyword 101],,,[cryptic negative keyword 1],https://www.optmyzr.com,Cryptic Rsa headline 1,Cryptic Rsa headline 101,Cryptic Rsa headline 201,Cryptic Rsa description 1,Cryptic Rsa desciption 101,,9000000001,https://www.optmyzr.com,Cryptic CA headline 1,Cryptic CA headline 101,Optmyzr,Cryptic CA description 1,Cryptic CA description 101,,Cryptic Ag sitelink 19,https://www.optmyzr.com,Cryptic Ag callout 19,Cryptic Ag price h 8,89,Cryptic Ag price d 8,https://www.optmyzr.com,9000000019,Important Value,,Cryptic Shared List Keyword 2,Cryptic Shared List Negative Keyword 2,https://www.optmyzr.com,,Cryptic Shared Callout Text 2
DND_DO_NOT_MODIFY BVT: Integrated Testing Search Campaign 2,,DND_DO_NOT_MODIFY Cryptic Budget Group 1,0.01,1011969,51.53405494,-0.1270843938,100,1027790,1000,1/1/2010-1/1/2050,20,,Cryptic sitelink text 20,Cryptic sitelink desc 20,Cryptic sitelink desc 120,https://www.optmyzr.com,Cryptic callout text 20,Cryptic price header 8,899,Cryptic price desc 8,https://www.optmyzr.com,9000000020,Adgroup 1,0.01,,[cryptic keyword 101],,,[cryptic negative keyword 1],https://www.optmyzr.com,Cryptic Rsa headline 1,Cryptic Rsa headline 101,Cryptic Rsa headline 201,Cryptic Rsa description 1,Cryptic Rsa desciption 101,,9000000001,https://www.optmyzr.com,Cryptic CA headline 1,Cryptic CA headline 101,Optmyzr,Cryptic CA description 1,Cryptic CA description 101,,Cryptic Ag sitelink 20,https://www.optmyzr.com,Cryptic Ag callout 20,Cryptic Ag price h 8,89,Cryptic Ag price d 8,https://www.optmyzr.com,9000000020,Important Value,,Cryptic Shared List Keyword 2,Cryptic Shared List Negative Keyword 2,https://www.optmyzr.com,,Cryptic Shared Callout Text 2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cryptic Shared List Keyword 2,Cryptic Shared List Negative Keyword 2,https://www.optmyzr.com,,Cryptic Shared Callout Text 2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Important Value,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Important Value,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Important Value,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Important Value,,,,,,
DND_DO_NOT_MODIFY BVT: Integrated Testing Search Campaign 3,DND_DO_NOT_MODIFY Cryptic campaign label ignore 2,DND_DO_NOT_MODIFY Cryptic Budget Group 1,0.01,1011969,51.53405494,-0.1270843938,100,1027790,1000,1/1/2010-1/1/2050,20,,,,,,,,,,,,Adgroup 1,0.01,,[Cryptic keyword 1],,,,https://www.optmyzr.com,Cryptic Rsa headline 1,Cryptic Rsa headline 101,Cryptic Rsa headline 201,Cryptic Rsa description 1,Cryptic Rsa desciption 101,,9000000001,https://www.optmyzr.com,Cryptic CA headline 1,Cryptic CA headline 101,Optmyzr,Cryptic CA description 1,Cryptic CA description 101,,,,,,,,,,Important Value,,Cryptic Shared List Keyword 2,Cryptic Shared List Negative Keyword 2,https://www.optmyzr.com,,Cryptic Shared Callout Text 2
DND_DO_NOT_MODIFY BVT: Integrated Testing Search Campaign 4,,DND_DO_NOT_MODIFY Cryptic Budget Group 1,0.01,1011969,51.53405494,-0.1270843938,100,1027790,1000,1/1/2010-1/1/2050,20,,,,,,,,,,,,Adgroup 1,0.01,,[Cryptic keyword 1],,,,https://www.optmyzr.com,Cryptic Rsa headline 1,Cryptic Rsa headline 101,Cryptic Rsa headline 201,Cryptic Rsa description 1,Cryptic Rsa desciption 101,,9000000001,https://www.optmyzr.com,Cryptic CA headline 1,Cryptic CA headline 101,Optmyzr,Cryptic CA description 1,Cryptic CA description 101,,,,,,,,,,Important Value,,Cryptic Shared List Keyword 2,Cryptic Shared List Negative Keyword 2,https://www.optmyzr.com,,Cryptic Shared Callout Text 2
DND_DO_NOT_MODIFY BVT: Integrated Testing Search Campaign 5,,DND_DO_NOT_MODIFY Cryptic Budget Group 1,0.01,1011969,51.53405494,-0.1270843938,100,1027790,1000,1/1/2010-1/1/2050,20,,,,,,,,,,,,Adgroup 1,0.01,,[Cryptic keyword 1],,,,https://www.optmyzr.com,Cryptic Rsa headline 1,Cryptic Rsa headline 101,Cryptic Rsa headline 201,Cryptic Rsa description 1,Cryptic Rsa desciption 101,,9000000001,https://www.optmyzr.com,Cryptic CA headline 1,Cryptic CA headline 101,Optmyzr,Cryptic CA description 1,Cryptic CA description 101,,,,,,,,,,Important Value,,Cryptic Shared List Keyword 2,Cryptic Shared List Negative Keyword 2,https://www.optmyzr.com,,Cryptic Shared Callout Text 2
